query_id,subject_id,perc_identity,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
tr|A0A8V1A8S1|A0A8V1A8S1_CHICK,sp|Q12933|TRAF2_HUMAN,69.07,527,83,3,18,490,1,501,0,731
tr|A0A8V1A8S2|A0A8V1A8S2_CHICK,sp|P07358|CO8B_HUMAN,62.681,552,206,0,12,563,39,590,0,769
tr|A0A8V1A8S3|A0A8V1A8S3_CHICK,sp|Q9HC97|GPR35_HUMAN,37.687,268,160,4,42,309,43,303,2e-64,205
tr|A0A8V1A8S6|A0A8V1A8S6_CHICK,sp|Q07820|MCL1_HUMAN,47.013,385,115,13,1,331,1,350,3.9e-86,263
tr|A0A8V1A8S7|A0A8V1A8S7_CHICK,sp|Q13522|PPR1A_HUMAN,57.225,173,65,2,4,173,5,171,3.69e-54,169
tr|A0A8V1A8S9|A0A8V1A8S9_CHICK,sp|P41586|PACR_HUMAN,84.787,447,65,1,22,465,22,468,0,792
tr|A0A8V1A8T7|A0A8V1A8T7_CHICK,sp|Q5DX21|IGS11_HUMAN,75.303,413,97,3,71,482,23,431,0,582
tr|A0A8V1A8U0|A0A8V1A8U0_CHICK,sp|P13646|K1C13_HUMAN,56.647,346,134,3,126,471,96,425,6.79e-134,395
tr|A0A8V1A8U7|A0A8V1A8U7_CHICK,sp|P45379|TNNT2_HUMAN,83.099,213,33,1,98,307,72,284,1.83e-100,296
tr|A0A8V1A8V2|A0A8V1A8V2_CHICK,sp|P45379|TNNT2_HUMAN,82.018,228,37,2,93,317,72,298,9.53e-107,313
tr|A0A8V1A8V4|A0A8V1A8V4_CHICK,sp|O43583|DENR_HUMAN,91.414,198,17,0,13,210,1,198,1.07e-125,352
tr|A0A8V1A8V5|A0A8V1A8V5_CHICK,sp|Q7Z6K4|NRARP_HUMAN,88.596,114,13,0,1,114,1,114,1.35e-74,218
tr|A0A8V1A8V6|A0A8V1A8V6_CHICK,sp|P32241|VIPR1_HUMAN,69.521,397,118,3,51,445,62,457,0,573
tr|A0A8V1A8V8|A0A8V1A8V8_CHICK,sp|P45379|TNNT2_HUMAN,82.018,228,37,2,65,289,72,298,1.41e-107,313
tr|A0A8V1A8W2|A0A8V1A8W2_CHICK,sp|P62304|RUXE_HUMAN,77.174,92,0,1,1,71,1,92,2.95e-43,134
tr|A0A8V1A8W5|A0A8V1A8W5_CHICK,sp|Q13107|UBP4_HUMAN,67.349,928,258,9,34,923,11,931,0,1262
tr|A0A8V1A8W9|A0A8V1A8W9_CHICK,sp|P35498|SCN1A_HUMAN,90.606,2012,178,6,1,2010,1,2003,0,3628
tr|A0A8V1A8X0|A0A8V1A8X0_CHICK,sp|Q13107|UBP4_HUMAN,70.099,913,253,6,13,913,27,931,0,1288
tr|A0A8V1A8X3|A0A8V1A8X3_CHICK,sp|Q9P0T7|TMEM9_HUMAN,85.955,178,24,1,59,235,6,183,3.51e-111,316
tr|A0A8V1A8Y6|A0A8V1A8Y6_CHICK,sp|Q8NFN8|GP156_HUMAN,46.531,836,352,22,1,763,1,814,0,542
tr|A0A8V1A8Y8|A0A8V1A8Y8_CHICK,sp|Q06828|FMOD_HUMAN,64.658,365,103,3,1,354,1,350,1.26e-155,442
tr|A0A8V1A8Z0|A0A8V1A8Z0_CHICK,sp|P30414|NKTR_HUMAN,60.549,1493,515,30,1,1450,1,1462,0,1172
tr|A0A8V1A8Z5|A0A8V1A8Z5_CHICK,sp|Q9UHW5|GPN3_HUMAN,89.474,266,28,0,1,266,1,266,0,502
tr|A0A8V1A8Z6|A0A8V1A8Z6_CHICK,sp|Q01860|PO5F1_HUMAN,65.068,146,45,4,176,317,144,287,2.26e-56,188
tr|A0A8V1A901|A0A8V1A901_CHICK,sp|Q5MY95|ENTP8_HUMAN,51.807,498,222,7,5,494,5,492,0,520
tr|A0A8V1A902|A0A8V1A902_CHICK,sp|P00966|ASSY_HUMAN,78.61,374,80,0,5,378,4,377,0,622
tr|A0A8V1A903|A0A8V1A903_CHICK,sp|O75077|ADA23_HUMAN,77.72,763,160,4,3,759,29,787,0,1230
tr|A0A8V1A904|A0A8V1A904_CHICK,sp|O00341|EAA5_HUMAN,83.452,562,85,3,7,566,5,560,0,954
tr|A0A8V1A907|A0A8V1A907_CHICK,sp|P00966|ASSY_HUMAN,76.96,421,85,1,5,425,4,412,0,680
tr|A0A8V1A908|A0A8V1A908_CHICK,sp|P43004|EAA2_HUMAN,87.937,572,68,1,10,581,4,574,0,1006
tr|A0A8V1A910|A0A8V1A910_CHICK,sp|Q9BYW2|SETD2_HUMAN,64.76,2605,820,42,1,2559,12,2564,0,2912
tr|A0A8V1A913|A0A8V1A913_CHICK,sp|Q14116|IL18_HUMAN,37.113,194,105,10,87,275,11,192,2.8e-17,77.8
tr|A0A8V1A917|A0A8V1A917_CHICK,sp|O15145|ARPC3_HUMAN,88.961,154,17,0,17,170,25,178,4.84e-102,290
tr|A0A8V1A923|A0A8V1A923_CHICK,sp|Q9HAQ2|KIF9_HUMAN,61.486,740,271,5,3,730,2,739,0,897
tr|A0A8V1A925|A0A8V1A925_CHICK,sp|Q6P1M0|S27A4_HUMAN,67.807,643,207,0,1,643,1,643,0,940
tr|A0A8V1A927|A0A8V1A927_CHICK,sp|O14521|DHSD_HUMAN,63.889,144,49,1,109,249,16,159,5.62e-48,155
tr|A0A8V1A928|A0A8V1A928_CHICK,sp|Q9H4B4|PLK3_HUMAN,66.087,575,177,7,43,615,70,628,0,787
tr|A0A8V1A930|A0A8V1A930_CHICK,sp|Q6P1M0|S27A4_HUMAN,67.794,621,200,0,1,621,1,621,0,905
tr|A0A8V1A931|A0A8V1A931_CHICK,sp|Q99594|TEAD3_HUMAN,90.315,413,38,1,1,411,23,435,0,779
tr|A0A8V1A936|A0A8V1A936_CHICK,sp|Q9BTT0|AN32E_HUMAN,75.111,225,41,2,1,212,1,223,8.3e-84,251
tr|A0A8V1A941|A0A8V1A941_CHICK,sp|Q9BTT0|AN32E_HUMAN,89.542,153,16,0,1,153,1,153,9.68e-94,276
tr|A0A8V1A953|A0A8V1A953_CHICK,sp|Q9UNU6|CP8B1_HUMAN,47.835,508,206,4,21,481,1,496,1.28e-163,471
tr|A0A8V1A954|A0A8V1A954_CHICK,sp|Q96RU3|FNBP1_HUMAN,87.85,321,39,0,31,351,9,329,0,597
tr|A0A8V1A954|A0A8V1A954_CHICK,sp|Q96RU3|FNBP1_HUMAN,87.838,222,27,0,352,573,396,617,3.63e-128,388
tr|A0A8V1A955|A0A8V1A955_CHICK,sp|Q8WWG9|KCNE4_HUMAN,67.033,182,53,1,15,189,40,221,3.54e-73,219
tr|A0A8V1A958|A0A8V1A958_CHICK,sp|Q9Y6B7|AP4B1_HUMAN,74.324,740,189,1,1,740,1,739,0,1147
tr|A0A8V1A961|A0A8V1A961_CHICK,sp|Q96RU3|FNBP1_HUMAN,82.219,658,66,3,1,648,1,617,0,1055
tr|A0A8V1A973|A0A8V1A973_CHICK,sp|P07101|TY3H_HUMAN,72.461,512,104,2,1,475,1,512,0,754
tr|A0A8V1A981|A0A8V1A981_CHICK,sp|Q00610|CLH1_HUMAN,90.205,1613,158,0,1,1613,1,1613,0,3051
tr|A0A8V1A984|A0A8V1A984_CHICK,sp|Q9BZW4|TM6S2_HUMAN,55.714,280,114,3,84,354,12,290,3.05e-101,307
tr|A0A8V1A989|A0A8V1A989_CHICK,sp|Q9Y2Y0|AR2BP_HUMAN,75,136,34,0,1,136,1,136,4.26e-65,198
tr|A0A8V1A997|A0A8V1A997_CHICK,sp|Q13228|SBP1_HUMAN,75.638,431,105,0,2,432,42,472,0,696
tr|A0A8V1A9A6|A0A8V1A9A6_CHICK,sp|Q6ZMM2|ATL5_HUMAN,58.644,295,115,2,72,362,46,337,2.43e-113,345
tr|A0A8V1A9A7|A0A8V1A9A7_CHICK,sp|O75197|LRP5_HUMAN,88.764,1424,158,2,28,1451,29,1450,0,2680
tr|A0A8V1A9B6|A0A8V1A9B6_CHICK,sp|P52907|CAZA1_HUMAN,84.672,274,30,2,10,272,14,286,1.17e-176,488
tr|A0A8V1A9B7|A0A8V1A9B7_CHICK,sp|P12955|PEPD_HUMAN,76.786,224,49,1,183,406,273,493,1.57e-123,366
tr|A0A8V1A9B7|A0A8V1A9B7_CHICK,sp|P12955|PEPD_HUMAN,63.265,245,67,2,1,242,1,225,3.86e-102,311
tr|A0A8V1A9B9|A0A8V1A9B9_CHICK,sp|Q99643|C560_HUMAN,68.098,163,52,0,62,224,7,169,1.8e-70,212
tr|A0A8V1A9C2|A0A8V1A9C2_CHICK,sp|Q16082|HSPB2_HUMAN,60.494,162,61,1,121,279,1,162,4.06e-67,207
tr|A0A8V1A9C3|A0A8V1A9C3_CHICK,sp|Q68CZ6|HAUS3_HUMAN,34.615,260,156,8,18,267,4,259,2.31e-28,120
tr|A0A8V1A9C3|A0A8V1A9C3_CHICK,sp|Q68CZ6|HAUS3_HUMAN,24.855,346,234,7,352,682,260,594,4.52e-22,100
tr|A0A8V1A9C7|A0A8V1A9C7_CHICK,sp|Q13873|BMPR2_HUMAN,86.526,1039,105,3,1,1005,1,1038,0,1779
tr|A0A8V1A9D0|A0A8V1A9D0_CHICK,sp|Q9NR81|ARHG3_HUMAN,87.702,496,59,2,13,506,31,526,0,902
tr|A0A8V1A9D1|A0A8V1A9D1_CHICK,sp|P15173|MYOG_HUMAN,71.495,214,56,3,22,234,15,224,2.12e-101,293
tr|A0A8V1A9D5|A0A8V1A9D5_CHICK,sp|Q9NR81|ARHG3_HUMAN,87.726,497,59,2,31,525,30,526,0,905
tr|A0A8V1A9D7|A0A8V1A9D7_CHICK,sp|P52888|THOP1_HUMAN,82.769,679,115,1,1,677,1,679,0,1186
tr|A0A8V1A9E3|A0A8V1A9E3_CHICK,sp|O00160|MYO1F_HUMAN,83.485,1102,169,4,14,1109,4,1098,0,1894
tr|A0A8V1A9F4|A0A8V1A9F4_CHICK,sp|Q969M1|TM40L_HUMAN,79,300,58,1,1,295,1,300,8.46e-169,470
tr|A0A8V1A9F5|A0A8V1A9F5_CHICK,sp|Q96MA1|DMRTB_HUMAN,82.143,56,9,1,10,65,2,56,1.34e-25,103
tr|A0A8V1A9F5|A0A8V1A9F5_CHICK,sp|Q96MA1|DMRTB_HUMAN,33.526,173,75,7,124,273,186,341,9.36e-08,52.4
tr|A0A8V1A9F6|A0A8V1A9F6_CHICK,sp|Q8NFM7|I17RD_HUMAN,75.536,699,167,4,61,757,43,739,0,1079
tr|A0A8V1A9G0|A0A8V1A9G0_CHICK,sp|P42658|DPP6_HUMAN,82.57,786,135,1,13,796,80,865,0,1396
tr|A0A8V1A9G3|A0A8V1A9G3_CHICK,sp|Q5T6S3|PHF19_HUMAN,79.592,588,95,8,1,571,1,580,0,910
tr|A0A8V1A9G5|A0A8V1A9G5_CHICK,sp|P49642|PRI1_HUMAN,65.558,421,142,2,1,419,1,420,0,588
tr|A0A8V1A9G6|A0A8V1A9G6_CHICK,sp|Q9UKG1|DP13A_HUMAN,90.973,709,61,3,1,707,1,708,0,1319
tr|A0A8V1A9H0|A0A8V1A9H0_CHICK,sp|O75452|RDH16_HUMAN,63.492,315,115,0,103,417,1,315,3.75e-154,438
tr|A0A8V1A9H2|A0A8V1A9H2_CHICK,sp|Q13813|SPTN1_HUMAN,95.307,2493,76,2,13,2485,1,2472,0,4847
tr|A0A8V1A9H4|A0A8V1A9H4_CHICK,sp|Q86WU2|LDHD_HUMAN,66.26,492,140,2,27,492,16,507,0,641
tr|A0A8V1A9H8|A0A8V1A9H8_CHICK,sp|Q01105|SET_HUMAN,95.714,210,9,0,14,223,27,236,6.94e-148,415
tr|A0A8V1A9I1|A0A8V1A9I1_CHICK,sp|Q9ULD4|BRPF3_HUMAN,76.231,711,151,5,1,694,471,1180,0,1001
tr|A0A8V1A9I2|A0A8V1A9I2_CHICK,sp|Q9H4D0|CSTN2_HUMAN,79.863,879,175,2,35,912,78,955,0,1454
tr|A0A8V1A9I6|A0A8V1A9I6_CHICK,sp|Q9H4D0|CSTN2_HUMAN,80.13,926,182,2,16,940,31,955,0,1538
tr|A0A8V1A9I9|A0A8V1A9I9_CHICK,sp|Q9NYG2|ZDHC3_HUMAN,38.76,258,137,7,13,257,40,289,1.86e-46,157
tr|A0A8V1A9J1|A0A8V1A9J1_CHICK,sp|Q8NBF1|GLIS1_HUMAN,55.198,683,201,18,158,817,20,620,0,629
tr|A0A8V1A9J4|A0A8V1A9J4_CHICK,sp|Q9Y5L3|ENTP2_HUMAN,38.359,451,255,9,24,463,26,464,3.48e-93,291
tr|A0A8V1A9J5|A0A8V1A9J5_CHICK,sp|Q8NBF1|GLIS1_HUMAN,54.612,683,201,19,357,1012,20,620,0,610
tr|A0A8V1A9J7|A0A8V1A9J7_CHICK,sp|Q07343|PDE4B_HUMAN,93.238,488,33,0,40,527,249,736,0,926
tr|A0A8V1A9J8|A0A8V1A9J8_CHICK,sp|Q03111|ENL_HUMAN,84.919,557,77,4,11,561,4,559,0,804
tr|A0A8V1A9J9|A0A8V1A9J9_CHICK,sp|Q9BQA1|MEP50_HUMAN,69.231,325,100,0,3,327,18,342,4.53e-168,470
tr|A0A8V1A9K7|A0A8V1A9K7_CHICK,sp|O60262|GBG7_HUMAN,91.176,68,6,0,83,150,1,68,2.87e-41,132
tr|A0A8V1A9L1|A0A8V1A9L1_CHICK,sp|P35499|SCN4A_HUMAN,58.195,1873,602,24,5,1786,9,1791,0,1991
tr|A0A8V1A9L2|A0A8V1A9L2_CHICK,sp|P0DMS8|AA3R_HUMAN,56.426,319,130,3,15,327,3,318,3.69e-122,353
tr|A0A8V1A9L3|A0A8V1A9L3_CHICK,sp|Q86TP1|PRUN1_HUMAN,52.561,449,176,4,1,417,1,444,1.47e-152,439
tr|A0A8V1A9L4|A0A8V1A9L4_CHICK,sp|Q7L5N7|PCAT2_HUMAN,64.133,513,158,4,14,525,57,544,0,668
tr|A0A8V1A9M4|A0A8V1A9M4_CHICK,sp|Q8N5J2|MINY1_HUMAN,89.143,175,19,0,112,286,106,280,1.36e-112,339
tr|A0A8V1A9M5|A0A8V1A9M5_CHICK,sp|P42695|CNDD3_HUMAN,59.96,1516,571,12,1,1498,1,1498,0,1725
tr|A0A8V1A9M6|A0A8V1A9M6_CHICK,sp|Q13275|SEM3F_HUMAN,73.038,790,130,5,1,712,1,785,0,1150
tr|A0A8V1A9M8|A0A8V1A9M8_CHICK,sp|Q9Y548|YIPF1_HUMAN,81.985,272,49,0,61,332,16,287,3.55e-171,478
tr|A0A8V1A9M9|A0A8V1A9M9_CHICK,sp|Q8NAG6|ANKL1_HUMAN,60.938,256,93,2,337,585,358,613,5.31e-101,318
tr|A0A8V1A9N1|A0A8V1A9N1_CHICK,sp|P42695|CNDD3_HUMAN,60.988,1215,450,10,185,1381,290,1498,0,1400
tr|A0A8V1A9N1|A0A8V1A9N1_CHICK,sp|P42695|CNDD3_HUMAN,55.914,186,82,0,1,186,1,186,3.11e-58,221
tr|A0A8V1A9N2|A0A8V1A9N2_CHICK,sp|Q99250|SCN2A_HUMAN,66.419,2016,578,31,5,1955,6,1987,0,2568
tr|A0A8V1A9N3|A0A8V1A9N3_CHICK,sp|Q9NR50|EI2BG_HUMAN,72.893,439,115,3,1,437,1,437,0,628
tr|A0A8V1A9N8|A0A8V1A9N8_CHICK,sp|Q9NR50|EI2BG_HUMAN,72.665,439,116,3,1,437,1,437,0,627
tr|A0A8V1A9P1|A0A8V1A9P1_CHICK,sp|Q9NX74|DUS2L_HUMAN,66.163,529,139,6,1,525,1,493,0,696
tr|A0A8V1A9P3|A0A8V1A9P3_CHICK,sp|P00519|ABL1_HUMAN,82.274,1038,177,5,3,1034,1,1037,0,1645
tr|A0A8V1A9P4|A0A8V1A9P4_CHICK,sp|Q9NR50|EI2BG_HUMAN,67.002,497,117,4,1,495,1,452,0,630
tr|A0A8V1A9P7|A0A8V1A9P7_CHICK,sp|P51589|CP2J2_HUMAN,57.551,490,205,1,5,491,12,501,0,608
tr|A0A8V1A9P8|A0A8V1A9P8_CHICK,sp|P04899|GNAI2_HUMAN,89.014,355,11,1,1,327,1,355,0,647
tr|A0A8V1A9Q2|A0A8V1A9Q2_CHICK,sp|Q14BN4|SLMAP_HUMAN,86.813,819,106,2,1,817,1,819,0,1429
tr|A0A8V1A9Q6|A0A8V1A9Q6_CHICK,sp|Q5SRE5|NU188_HUMAN,84.138,1740,257,7,9,1730,11,1749,0,2946
tr|A0A8V1A9R3|A0A8V1A9R3_CHICK,sp|Q5SRE5|NU188_HUMAN,83.953,1776,244,6,2,1766,4,1749,0,3006
tr|A0A8V1A9R4|A0A8V1A9R4_CHICK,sp|P27797|CALR_HUMAN,65.152,330,115,0,23,352,32,361,2.13e-162,462
tr|A0A8V1A9R7|A0A8V1A9R7_CHICK,sp|Q8N1G0|ZN687_HUMAN,55.404,1323,409,36,1,1228,1,1237,0,1227
tr|A0A8V1A9R9|A0A8V1A9R9_CHICK,sp|O75191|XYLB_HUMAN,75.896,502,121,0,7,508,11,512,0,813
tr|A0A8V1A9S1|A0A8V1A9S1_CHICK,sp|Q96PC3|AP1S3_HUMAN,84.211,152,22,1,11,160,2,153,1.46e-93,267
tr|A0A8V1A9S2|A0A8V1A9S2_CHICK,sp|Q9HCE9|ANO8_HUMAN,66.861,1029,211,14,1,961,51,1017,0,1264
tr|A0A8V1A9S3|A0A8V1A9S3_CHICK,sp|Q13214|SEM3B_HUMAN,69.79,715,174,6,4,704,11,697,0,987
tr|A0A8V1A9S4|A0A8V1A9S4_CHICK,sp|O75191|XYLB_HUMAN,75.147,511,124,1,7,517,11,518,0,814
tr|A0A8V1A9S6|A0A8V1A9S6_CHICK,sp|Q13214|SEM3B_HUMAN,71.78,691,177,3,4,680,11,697,0,999
tr|A0A8V1A9S7|A0A8V1A9S7_CHICK,sp|O14653|GOSR2_HUMAN,85.567,194,28,0,1,194,19,212,5.56e-115,325
tr|A0A8V1A9S8|A0A8V1A9S8_CHICK,sp|Q9UBF8|PI4KB_HUMAN,88.462,832,73,6,30,854,1,816,0,1503
tr|A0A8V1A9S9|A0A8V1A9S9_CHICK,sp|O75369|FLNB_HUMAN,86.74,2632,295,2,20,2627,1,2602,0,4670
tr|A0A8V1A9T0|A0A8V1A9T0_CHICK,sp|P48664|EAA4_HUMAN,75.888,535,123,3,59,590,3,534,0,836
tr|A0A8V1A9T3|A0A8V1A9T3_CHICK,sp|O60427|FADS1_HUMAN,62.247,445,162,3,1,444,1,440,0,580
tr|A0A8V1A9T4|A0A8V1A9T4_CHICK,sp|Q9BW85|YJU2_HUMAN,64.426,357,81,3,1,351,1,317,7.01e-135,387
tr|A0A8V1A9T5|A0A8V1A9T5_CHICK,sp|P48664|EAA4_HUMAN,75.888,535,123,3,5,536,3,534,0,838
tr|A0A8V1A9T7|A0A8V1A9T7_CHICK,sp|Q9NR46|SHLB2_HUMAN,88.942,208,23,0,1,208,1,208,6.28e-120,355
tr|A0A8V1A9T7|A0A8V1A9T7_CHICK,sp|Q9NR46|SHLB2_HUMAN,75.385,195,40,2,269,463,209,395,8.76e-98,299
tr|A0A8V1A9T8|A0A8V1A9T8_CHICK,sp|Q96PC3|AP1S3_HUMAN,84.211,152,22,1,14,163,2,153,4.41e-93,266
tr|A0A8V1A9T9|A0A8V1A9T9_CHICK,sp|O43820|HYAL3_HUMAN,52.722,349,127,5,133,471,7,327,3.18e-106,323
tr|A0A8V1A9U5|A0A8V1A9U5_CHICK,sp|Q9BV23|ABHD6_HUMAN,79.167,336,66,2,1,333,1,335,0,568
tr|A0A8V1A9U7|A0A8V1A9U7_CHICK,sp|P98095|FBLN2_HUMAN,66.75,803,243,5,402,1192,390,1180,0,1136
tr|A0A8V1A9U7|A0A8V1A9U7_CHICK,sp|P98095|FBLN2_HUMAN,71.658,187,45,2,28,213,30,209,2.54e-81,290
tr|A0A8V1A9U9|A0A8V1A9U9_CHICK,sp|Q9UPW8|UN13A_HUMAN,90.985,1320,77,7,412,1693,384,1699,0,2459
tr|A0A8V1A9V0|A0A8V1A9V0_CHICK,sp|Q8WWU5|TCP11_HUMAN,47.044,389,188,7,6,384,9,389,1.71e-105,323
tr|A0A8V1A9V1|A0A8V1A9V1_CHICK,sp|Q86YN1|DOPP1_HUMAN,83.117,231,39,0,11,241,8,238,8.5e-144,401
tr|A0A8V1A9V3|A0A8V1A9V3_CHICK,sp|Q13609|DNSL3_HUMAN,52.16,324,121,3,12,334,15,305,8.04e-124,357
tr|A0A8V1A9V9|A0A8V1A9V9_CHICK,sp|Q13077|TRAF1_HUMAN,49.13,460,179,5,13,470,9,415,1.11e-154,445
tr|A0A8V1A9W4|A0A8V1A9W4_CHICK,sp|P53621|COPA_HUMAN,96.242,1224,39,1,1,1217,1,1224,0,2473
tr|A0A8V1A9W5|A0A8V1A9W5_CHICK,sp|Q969V3|NCLN_HUMAN,76.963,573,101,6,1,552,1,563,0,855
tr|A0A8V1A9W8|A0A8V1A9W8_CHICK,sp|Q15257|PTPA_HUMAN,81.948,349,28,1,27,340,9,357,0,584
tr|A0A8V1A9X1|A0A8V1A9X1_CHICK,sp|P06132|DCUP_HUMAN,76.177,361,86,0,39,399,7,367,0,587
tr|A0A8V1A9X4|A0A8V1A9X4_CHICK,sp|O14524|NEMP1_HUMAN,66.486,370,124,0,31,400,48,417,2.52e-175,497
tr|A0A8V1A9X6|A0A8V1A9X6_CHICK,sp|Q8N126|CADM3_HUMAN,62.785,438,99,2,22,459,25,398,0,511
tr|A0A8V1A9X7|A0A8V1A9X7_CHICK,sp|O60427|FADS1_HUMAN,78.507,442,91,1,90,531,7,444,0,733
tr|A0A8V1A9Y1|A0A8V1A9Y1_CHICK,sp|P02741|CRP_HUMAN,48.731,197,99,1,100,294,21,217,1.16e-63,199
tr|A0A8V1A9Y2|A0A8V1A9Y2_CHICK,sp|O43781|DYRK3_HUMAN,76.848,514,117,2,4,516,76,588,0,827
tr|A0A8V1A9Y6|A0A8V1A9Y6_CHICK,sp|Q7Z7A1|CNTRL_HUMAN,57.841,2270,912,14,36,2277,36,2288,0,2390
tr|A0A8V1A9Y8|A0A8V1A9Y8_CHICK,sp|Q14318|FKBP8_HUMAN,65.375,413,105,5,59,442,9,412,1.64e-177,502
tr|A0A8V1A9Y9|A0A8V1A9Y9_CHICK,sp|Q9NQS7|INCE_HUMAN,40.094,636,262,19,279,832,318,916,1.11e-93,314
tr|A0A8V1A9Z7|A0A8V1A9Z7_CHICK,sp|Q9BT43|RPC7L_HUMAN,74.272,206,51,2,13,218,15,218,2.4e-78,234
tr|A0A8V1AA01|A0A8V1AA01_CHICK,sp|Q9BSQ5|CCM2_HUMAN,84.045,445,62,1,42,486,9,444,0,761
tr|A0A8V1AA07|A0A8V1AA07_CHICK,sp|P56703|WNT3_HUMAN,98.171,328,6,0,19,346,28,355,0,679
tr|A0A8V1AA10|A0A8V1AA10_CHICK,sp|Q9Y4I1|MYO5A_HUMAN,46.493,1882,822,34,1,1724,1,1855,0,1640
tr|A0A8V1AA13|A0A8V1AA13_CHICK,sp|P42226|STAT6_HUMAN,69.204,578,170,3,108,682,82,654,0,790
tr|A0A8V1AA14|A0A8V1AA14_CHICK,sp|P15923|TFE2_HUMAN,61.862,666,178,14,10,659,49,654,0,687
tr|A0A8V1AA15|A0A8V1AA15_CHICK,sp|Q8NEZ4|KMT2C_HUMAN,72.116,5028,1179,53,37,4990,33,4911,0,6727
tr|A0A8V1AA17|A0A8V1AA17_CHICK,sp|Q9NQS7|INCE_HUMAN,45.088,967,387,24,2,875,3,918,0,546
tr|A0A8V1AA18|A0A8V1AA18_CHICK,sp|Q14134|TRI29_HUMAN,59.091,616,200,10,1,592,1,588,0,698
tr|A0A8V1AA19|A0A8V1AA19_CHICK,sp|Q99750|MDFI_HUMAN,61.991,221,64,5,55,267,38,246,3.29e-56,180
tr|A0A8V1AA20|A0A8V1AA20_CHICK,sp|Q9BUI4|RPC3_HUMAN,81.356,177,33,0,186,362,357,533,2.43e-101,309
tr|A0A8V1AA21|A0A8V1AA21_CHICK,sp|P54764|EPHA4_HUMAN,94.314,897,51,0,1,897,1,897,0,1751
tr|A0A8V1AA26|A0A8V1AA26_CHICK,sp|Q9NQS7|INCE_HUMAN,44.433,961,366,22,2,839,3,918,2.65e-180,542
tr|A0A8V1AA29|A0A8V1AA29_CHICK,sp|Q96RI1|NR1H4_HUMAN,50.526,475,180,10,36,498,50,481,4.45e-149,435
tr|A0A8V1AA30|A0A8V1AA30_CHICK,sp|P06396|GELS_HUMAN,80.738,732,140,1,2,732,49,780,0,1265
tr|A0A8V1AA31|A0A8V1AA31_CHICK,sp|Q9Y6X2|PIAS3_HUMAN,68.085,564,166,9,1,554,1,560,0,719
tr|A0A8V1AA35|A0A8V1AA35_CHICK,sp|Q6GQQ9|OTU7B_HUMAN,69.551,890,186,19,1,856,5,843,0,1104
tr|A0A8V1AA36|A0A8V1AA36_CHICK,sp|P07359|GP1BA_HUMAN,36.721,305,187,4,48,350,21,321,5.69e-48,179
tr|A0A8V1AA37|A0A8V1AA37_CHICK,sp|P28331|NDUS1_HUMAN,88.385,706,82,0,80,785,22,727,0,1323
tr|A0A8V1AA45|A0A8V1AA45_CHICK,sp|Q9Y3S1|WNK2_HUMAN,66.667,942,255,21,36,929,1,931,0,1023
tr|A0A8V1AA45|A0A8V1AA45_CHICK,sp|Q9Y3S1|WNK2_HUMAN,52.618,764,278,20,1421,2140,1530,2253,0,643
tr|A0A8V1AA45|A0A8V1AA45_CHICK,sp|Q9Y3S1|WNK2_HUMAN,26.667,45,33,0,1056,1100,492,536,0.25,36.6
tr|A0A8V1AA45|A0A8V1AA45_CHICK,sp|Q9Y3S1|WNK2_HUMAN,23.256,43,33,0,489,531,1210,1252,3.2,32.7
tr|A0A8V1AA48|A0A8V1AA48_CHICK,sp|Q9H9B1|EHMT1_HUMAN,73.457,1296,263,8,7,1230,12,1298,0,1872
tr|A0A8V1AA51|A0A8V1AA51_CHICK,sp|Q9NYQ7|CELR3_HUMAN,72.084,2418,586,16,1,2344,364,2766,0,3546
tr|A0A8V1AA51|A0A8V1AA51_CHICK,sp|Q9NYQ7|CELR3_HUMAN,33.555,751,455,20,176,898,323,1057,3.72e-97,352
tr|A0A8V1AA52|A0A8V1AA52_CHICK,sp|Q9BYP7|WNK3_HUMAN,66.904,562,157,11,183,724,138,690,0,711
tr|A0A8V1AA52|A0A8V1AA52_CHICK,sp|Q9BYP7|WNK3_HUMAN,32.692,364,155,14,946,1277,582,887,6.93e-29,127
tr|A0A8V1AA52|A0A8V1AA52_CHICK,sp|Q9BYP7|WNK3_HUMAN,63.636,44,16,0,2151,2194,1641,1684,1.7e-09,63.2
tr|A0A8V1AA52|A0A8V1AA52_CHICK,sp|Q9BYP7|WNK3_HUMAN,53.968,63,24,2,1549,1610,1088,1146,5.95e-09,61.6
tr|A0A8V1AA52|A0A8V1AA52_CHICK,sp|Q9BYP7|WNK3_HUMAN,41.892,74,23,2,1922,1984,1533,1597,2.22e-05,49.7
tr|A0A8V1AA52|A0A8V1AA52_CHICK,sp|Q9BYP7|WNK3_HUMAN,28.889,45,32,0,1161,1205,444,488,0.47,35.4
tr|A0A8V1AA52|A0A8V1AA52_CHICK,sp|Q9BYP7|WNK3_HUMAN,26.19,42,31,0,489,530,767,808,1.7,33.5
tr|A0A8V1AA53|A0A8V1AA53_CHICK,sp|P43308|SSRB_HUMAN,91.257,183,16,0,16,198,1,183,5.49e-123,344
tr|A0A8V1AA54|A0A8V1AA54_CHICK,sp|Q15223|NECT1_HUMAN,71.567,517,139,4,1,512,1,514,0,745
