"query_id","subject_id","perc_identity","num_ident_matches","alig_length","mismatches","gap_openings","n_gaps","pos_match","ppos","q_start","q_end","q_len","qcov","qcovhsp","s_start","s_end","s_len","evalue","bit_score","score_raw"
"A0A0D9RIX3","Q9UKG9",97.059,594,612,18,0,0,606,99.02,1,612,612,100,100,1,612,612,0,1253,3243
"A0A0D9RIX4","Q9BYP7",94.454,1601,1695,34,5,60,1614,95.22,10,1644,1644,99,99,106,1800,1800,0,3167,8211
"A0A0D9RIX5","O15245",94.585,524,554,30,0,0,536,96.75,1,554,554,100,100,1,554,554,0,1078,2788
"A0A0D9RIX6","Q86UE4",98.969,576,582,6,0,0,578,99.31,1,582,582,100,100,1,582,582,0,1145,2962
"A0A0D9RIX7","O15432",97.203,139,143,4,0,0,141,98.6,1,143,143,100,100,1,143,143,2e-98,278,712
"A0A0D9RIX8","P05230",99.355,154,155,1,0,0,155,100,1,155,155,100,100,1,155,155,6.12e-116,323,829
"A0A0D9RIX9","Q9C004",97.659,292,299,7,0,0,295,98.66,24,322,322,93,93,1,299,299,0,597,1539
"A0A0D9RIY0","Q969G2",99.744,389,390,1,0,0,389,99.74,1,390,390,100,100,1,390,390,0,816,2109
"A0A0D9RIY1","Q9NX05",98.449,1079,1096,16,1,1,1085,99,1,1095,1095,100,100,1,1096,1096,0,2217,5744
"A0A0D9RIY2","P06276",96.346,580,602,22,0,0,589,97.84,42,643,643,94,94,1,602,602,0,1213,3138
"A0A0D9RIY3","Q9Y646",98.093,463,472,9,0,0,464,98.31,1,472,472,100,100,1,472,472,0,953,2463
"A0A0D9RIY4","Q9NWL6",95.49,614,643,29,0,0,627,97.51,1,643,643,100,100,1,643,643,0,1267,3278
"A0A0D9RIY5","O95342",50.842,664,1306,600,10,42,899,68.84,5,1272,1280,99,99,14,1315,1321,0,1310,3391
"A0A0D9RIY6","Q13183",52.83,308,583,244,10,31,413,70.84,1,562,568,99,99,1,573,592,0,537,1383
"A0A0D9RIY7","P34741",90.955,181,199,17,1,1,187,93.97,4,202,202,99,99,4,201,201,3.87e-119,335,860
"A0A0D9RIY8","Q9BT67",100,221,221,0,0,0,221,100,1,221,221,100,100,1,221,221,1.5e-163,449,1156
"A0A0D9RIY9","A8MT70",86.889,729,839,70,2,40,756,90.11,1,838,838,100,100,1,800,800,0,1357,3513
"A0A0D9RIZ0","Q9NP59",98.953,567,573,4,1,2,567,98.95,1,573,573,100,100,1,571,571,0,1162,3005
"A0A0D9RIZ1","P59826",91.485,419,458,39,0,0,435,94.98,19,476,476,96,96,19,476,476,0,748,1932
"A0A0D9RIZ2","Q9BR61",98.936,279,282,3,0,0,281,99.65,1,282,282,100,100,1,282,282,0,583,1502
"A0A0D9RIZ3","Q5T1M5",96.967,1183,1220,36,1,1,1200,98.36,1,1220,1220,100,100,1,1219,1219,0,2419,6268
"A0A0D9RIZ4","Q5T5P2",95.873,1719,1793,73,1,1,1748,97.49,1,1792,1792,100,100,151,1943,1943,0,3220,8348
"A0A0D9RIZ5","Q15751",99.198,4822,4861,24,2,15,4832,99.4,1,4846,4846,100,100,1,4861,4861,0,9943,25802
"A0A0D9RIZ6","P11717",94.621,2357,2491,134,0,0,2416,96.99,1,2491,2491,100,100,1,2491,2491,0,4843,12561
"A0A0D9RIZ7","P46926",99.308,287,289,2,0,0,289,100,1,289,289,100,100,1,289,289,0,601,1549
"A0A0D9RIZ8","Q9UBH6",99.713,694,696,2,0,0,696,100,1,696,696,100,100,1,696,696,0,1446,3742
"A0A0D9RIZ9","Q8IWA0",98.795,820,830,10,0,0,826,99.52,1,830,830,100,100,1,830,830,0,1709,4426
"A0A0D9RJ00","Q9UBS8",98.945,469,474,5,0,0,471,99.37,1,474,474,100,100,1,474,474,0,969,2506
"A0A0D9RJ01","Q8IYJ2",95.082,174,183,9,0,0,176,96.17,1,183,185,99,99,1,183,551,6.31e-124,360,923
"A0A0D9RJ02","Q96NL0",99.366,470,473,3,0,0,472,99.79,1,473,473,100,100,1,473,473,0,969,2504
"A0A0D9RJ03","Q5VZ46",89.597,1068,1192,120,3,4,1093,91.69,1,1190,1190,100,100,1,1190,1190,0,1991,5159
"A0A0D9RJ04","O15431",98.421,187,190,3,0,0,187,98.42,1,190,190,100,100,1,190,190,3.77e-139,385,989
"A0A0D9RJ05","Q9NPG4",97.889,1159,1184,25,0,0,1168,98.65,1,1184,1184,100,100,1,1184,1184,0,2360,6116
"A0A0D9RJ07","Q99808",99.123,452,456,4,0,0,454,99.56,82,537,537,85,85,1,456,456,0,912,2356
"A0A0D9RJ08","Q8NHZ8",98.824,84,85,1,0,0,85,100,1,85,85,100,100,1,85,85,1.62e-56,168,425
"A0A0D9RJ09","Q8TBP6",98.225,332,338,6,0,0,336,99.41,1,338,338,100,100,1,338,338,0,692,1785
"A0A0D9RJ10","P04201",98.154,319,325,6,0,0,323,99.38,1,325,325,100,100,1,325,325,0,654,1687
"A0A0D9RJ11","Q9Y4K4",65.74,591,899,246,11,62,706,78.53,1,894,894,100,100,5,846,846,0,1173,3035
"A0A0D9RJ12","Q8TB61",99.767,428,429,1,0,0,429,100,1,429,429,100,100,4,432,432,0,870,2247
"A0A0D9RJ13","Q8IYJ2",93.617,88,94,6,0,0,90,95.74,1,94,94,100,100,458,551,551,2.52e-49,162,411
"A0A0D9RJ14","Q14154",93.487,488,522,27,1,7,502,96.17,1,522,522,100,100,1,515,515,0,984,2545
"A0A0D9RJ15","P48651",99.789,472,473,1,0,0,472,99.79,1,473,473,100,100,1,473,473,0,981,2535
"A0A0D9RJ16","Q9UIK4",99.052,209,211,2,0,0,210,99.53,15,225,225,94,94,1,211,370,9.13e-154,431,1107
"A0A0D9RJ17","Q9UBU7",95.407,644,675,30,1,1,660,97.78,1,675,675,100,100,1,674,674,0,1293,3345
"A0A0D9RJ18","Q7RTS3",96.657,318,329,10,1,1,321,97.57,1,329,329,100,100,1,328,328,0,634,1634
"A0A0D9RJ19","Q9HC56",39.432,472,1197,609,27,116,658,54.97,55,1173,1250,90,90,8,1166,1237,0,709,1831
"A0A0D9RJ20","P07900",85.383,625,732,99,2,8,682,93.17,1,724,724,100,100,1,732,732,0,1198,3099
"A0A0D9RJ21","O43172",99.7,332,333,1,0,0,332,99.7,1,333,333,100,100,190,522,522,0,705,1819
"A0A0D9RJ22","Q9H5X1",99.379,160,161,0,1,1,160,99.38,1,161,161,100,100,1,160,160,5.97e-114,319,817
"A0A0D9RJ23","Q8NFQ5",91.85,417,454,36,1,1,433,95.37,1,454,454,100,100,1,453,453,0,823,2126
"A0A0D9RJ24","Q96E29",96.368,398,413,15,0,0,402,97.34,1,413,413,100,100,5,417,417,0,812,2098
"A0A0D9RJ25","Q9Y3D2",96.407,161,167,6,0,0,164,98.2,16,182,182,92,92,16,182,182,1.79e-109,310,793
"A0A0D9RJ26","Q8NBL3",100,297,297,0,0,0,297,100,1,297,297,100,100,1,297,297,0,605,1561
"A0A0D9RJ27","P05997",99.533,1492,1499,7,0,0,1495,99.73,1,1499,1499,100,100,1,1499,1499,0,2722,7057
"A0A0D9RJ28","O00221",97.784,353,361,8,0,0,357,98.89,1,361,361,100,100,140,500,500,0,699,1805
"A0A0D9RJ29","Q8NA23",96.185,353,367,14,0,0,358,97.55,1,367,367,100,100,1,367,367,0,735,1898
"A0A0D9RJ30","P04201",41.606,114,274,150,5,10,170,62.04,30,293,312,85,85,33,306,325,7.89e-64,204,518
"A0A0D9RJ31","Q8IW70",99.618,521,523,2,0,0,522,99.81,68,590,590,89,89,44,566,566,0,1072,2772
"A0A0D9RJ32","O43752",98.361,240,244,3,1,1,242,99.18,1,244,244,100,100,13,255,255,1.11e-174,480,1235
"A0A0D9RJ33","Q9BTF0",95.134,391,411,19,1,1,400,97.32,1,411,411,100,100,94,503,503,0,805,2080
"A0A0D9RJ34","Q9P0K1",95.233,859,902,14,1,29,868,96.23,1,902,902,100,100,34,906,906,0,1776,4600
"A0A0D9RJ35","Q5JU00",97.006,486,501,15,0,0,488,97.41,1,501,501,100,100,1,501,501,0,994,2571
"A0A0D9RJ36","Q8WWN8",97.404,1313,1348,33,1,2,1323,98.15,1,1348,1348,100,100,199,1544,1544,0,2664,6905
"A0A0D9RJ37","P57103",68.102,427,627,178,9,22,507,80.86,1,619,632,98,98,1,613,927,0,858,2217
"A0A0D9RJ38","Q5W041",96.33,840,872,25,1,7,852,97.71,1,865,865,100,100,1,872,872,0,1717,4446
"A0A0D9RJ39","Q8NA58",95.393,497,521,22,1,2,511,98.08,1,521,522,99,99,1,519,520,0,1037,2681
"A0A0D9RJ40","P49588",45.932,446,971,479,19,46,612,63.03,39,981,985,96,96,7,959,968,0,834,2154
"A0A0D9RJ41","P30626",99.448,180,181,1,0,0,180,99.45,3,183,183,99,99,18,198,198,4.66e-135,375,962
"A0A0D9RJ42","P02461",98.849,859,869,10,0,0,863,99.31,1,869,878,99,99,1,869,1466,0,1471,3807
"A0A0D9RJ43","P00338",86.145,286,332,43,3,3,303,91.27,1,329,329,100,100,1,332,332,0,572,1473
"A0A0D9RJ44","Q8N4F0",96.07,440,458,18,0,0,442,96.51,1,458,458,100,100,1,458,458,0,873,2255
"A0A0D9RJ45","P48426",100,406,406,0,0,0,406,100,1,406,406,100,100,1,406,406,0,844,2181
"A0A0D9RJ46","Q687X5",97.168,446,459,13,0,0,453,98.69,1,459,459,100,100,1,459,459,0,925,2391
"A0A0D9RJ47","O60749",59.134,314,531,186,6,31,388,73.07,10,522,522,98,98,2,519,519,0,605,1559
"A0A0D9RJ48","Q86WN1",96.812,668,690,20,1,2,674,97.68,1,688,688,100,100,1,690,690,0,1336,3458
"A0A0D9RJ49","P14927",96.396,107,111,4,0,0,111,100,1,111,111,100,100,1,111,111,3e-76,220,560
"A0A0D9RJ50","Q496A3",91.333,274,300,24,1,2,283,94.33,1,298,298,100,100,1,300,300,0,545,1404
"A0A0D9RJ51","Q95460",93.769,316,337,21,0,0,329,97.63,1,337,337,100,100,5,341,341,0,675,1741
"A0A0D9RJ52","Q96L94",95.337,184,193,9,0,0,188,97.41,1,193,193,100,100,1,193,193,1.98e-136,379,972
"A0A0D9RJ53","A4D1E1",93.528,1185,1267,80,2,2,1223,96.53,1,1265,1265,100,100,83,1349,1349,0,2376,6158
"A0A0D9RJ54","Q9UBP9",66.387,237,357,43,5,77,245,68.63,1,356,366,97,97,1,281,304,1.3e-150,426,1096
"A0A0D9RJ55","Q99459",99.751,800,802,2,0,0,802,100,1,802,802,100,100,1,802,802,0,1644,4256
"A0A0D9RJ56","O75602",99.411,506,509,3,0,0,509,100,1,509,509,100,100,1,509,509,0,1034,2674
"A0A0D9RJ57","Q8NC24",97.101,268,276,8,0,0,270,97.83,1,276,276,100,100,28,303,303,0,538,1385
"A0A0D9RJ58","Q5W0U4",96.678,291,301,10,0,0,294,97.67,1,301,301,100,100,102,402,402,0,600,1546
"A0A0D9RJ59","Q9Y3C7",100,131,131,0,0,0,131,100,1,131,131,100,100,1,131,131,1.16e-95,270,691
"A0A0D9RJ60","Q6KF10",96.923,441,455,14,0,0,445,97.8,1,455,455,100,100,1,455,455,0,898,2320
"A0A0D9RJ61","Q9UHE8",98.23,333,339,6,0,0,335,98.82,1,339,339,100,100,1,339,339,0,683,1763
"A0A0D9RJ62","P35226",100,326,326,0,0,0,326,100,124,449,449,73,73,1,326,326,0,685,1768
"A0A0D9RJ63","P10646",93,279,300,21,0,0,289,96.33,1,300,300,100,100,5,304,304,0,535,1378
"A0A0D9RJ64","Q9BRA2",99.187,122,123,1,0,0,123,100,1,123,123,100,100,1,123,123,7.56e-91,258,658
"A0A0D9RJ65","O15379",98.729,233,236,2,1,1,234,99.15,1,235,266,88,88,1,236,428,1.59e-173,485,1248
"A0A0D9RJ66","O75486",98.268,227,231,4,0,0,230,99.57,1,231,231,100,100,87,317,317,6.51e-174,480,1235
"A0A0D9RJ67","P13716",98.182,324,330,6,0,0,328,99.39,10,339,339,97,97,1,330,330,0,671,1732
"A0A0D9RJ68","Q8NFT2",99.12,338,341,3,0,0,340,99.71,1,341,358,95,95,1,341,490,0,701,1808
"A0A0D9RJ69","Q96NL8",95.652,198,207,9,0,0,203,98.07,1,207,207,100,100,1,207,207,1.31e-133,372,956
"A0A0D9RJ70","O75830",96.79,392,405,13,0,0,398,98.27,1,405,405,100,100,1,405,405,0,802,2072
"A0A0D9RJ71","Q504Y2",98.174,484,493,9,0,0,485,98.38,1,493,493,100,100,1,493,493,0,986,2550
"A0A0D9RJ72","Q00975",56.48,1338,2369,812,48,219,1593,67.24,34,2276,2306,97,97,40,2315,2339,0,2311,5990
"A0A0D9RJ73","Q8TC36",93.617,352,376,24,0,0,356,94.68,1,376,376,100,100,1,376,379,0,736,1901
"A0A0D9RJ74","Q16602",99.132,457,461,4,0,0,459,99.57,12,472,472,98,98,1,461,461,0,952,2461
"A0A0D9RJ75","Q13950",88.645,445,502,0,2,57,445,88.65,6,450,450,99,99,20,521,521,0,873,2256
"A0A0D9RJ76","Q4ZIN3",96.613,599,620,21,0,0,603,97.26,1,620,620,100,100,1,620,620,0,1222,3163
"A0A0D9RJ77","Q9NRF9",100,147,147,0,0,0,147,100,1,147,147,100,100,1,147,147,1.88e-103,291,746
"A0A0D9RJ78","A5D8W1",96.65,577,597,20,0,0,588,98.49,33,629,629,95,95,345,941,941,0,1192,3084
"A0A0D9RJ79","Q96KC8",95.676,531,555,23,1,1,541,97.48,1,555,555,100,100,1,554,554,0,964,2493
"A0A0D9RJ80","Q9HCP0",91.939,422,459,0,1,37,422,91.94,1,459,459,100,100,1,422,422,0,852,2200
"A0A0D9RJ81","Q8NEG5",95.261,603,633,30,0,0,614,97,1,633,633,100,100,1,633,633,0,1249,3232
"A0A0D9RJ82","Q9UPP1",99.316,1017,1024,7,0,0,1023,99.9,1,1024,1049,98,98,37,1060,1060,0,2112,5472
"A0A0D9RJ83","O60610",94.879,667,703,28,2,8,671,95.45,1,698,1243,56,56,1,700,1272,0,1234,3192
"A0A0D9RJ84","Q8TCU5",48.673,532,1093,443,17,118,698,63.86,16,1006,1042,95,95,27,1103,1115,0,1005,2599
"A0A0D9RJ85","P15104",100,373,373,0,0,0,373,100,1,373,373,100,100,1,373,373,0,789,2037
"A0A0D9RJ86","Q2KHM9",94.726,916,967,51,0,0,938,97,1,967,967,100,100,1,967,967,0,1829,4737
"A0A0D9RJ87","Q8TAL5",90.022,415,461,44,1,2,429,93.06,1,459,464,99,99,1,461,461,0,786,2030
"A0A0D9RJ88","Q15004",96.396,107,111,4,0,0,107,96.4,1,111,111,100,100,1,111,111,2.19e-75,218,554
"A0A0D9RJ89","Q8IV35",95.643,461,482,21,0,0,469,97.3,1,482,482,100,100,176,657,697,0,969,2505
"A0A0D9RJ90","A4D1E9",94.832,367,387,20,0,0,381,98.45,1,387,387,100,100,1,387,387,0,744,1922
"A0A0D9RJ91","A5PLK6",91.91,977,1063,86,0,0,1015,95.48,1,1063,1063,100,100,4,1066,1076,0,2028,5253
"A0A0D9RJ92","Q9Y5F6",47.974,450,938,437,14,51,589,62.79,11,915,929,97,97,10,929,944,0,791,2043
"A0A0D9RJ93","Q9H0U6",96.667,174,180,5,1,1,176,97.78,1,179,179,100,100,1,180,180,1.58e-126,352,904
"A0A0D9RJ94","P55197",97.698,1061,1086,7,2,18,1062,97.79,1,1086,1086,100,100,1,1068,1068,0,2155,5584
"A0A0D9RJ95","Q15650",99.139,576,581,5,0,0,578,99.48,1,581,581,100,100,1,581,581,0,1192,3083
"A0A0D9RJ96","Q9BUL8",99.528,211,212,1,0,0,212,100,1,212,212,100,100,1,212,212,4.3e-156,430,1105
"A0A0D9RJ97","O94921",100,469,469,0,0,0,469,100,1,469,469,100,100,1,469,469,0,978,2527
"A0A0D9RJ98","Q9Y5G9",71.182,578,812,222,1,12,655,80.67,11,810,878,91,91,42,853,962,0,1129,2921
"A0A0D9RJ99","Q9P2E7",40.047,338,844,419,15,87,507,60.07,14,773,779,98,98,3,843,1040,0,582,1501
"A0A0D9RJA0","Q99574",98.293,403,410,7,0,0,405,98.78,1,410,410,100,100,1,410,410,0,832,2150
"A0A0D9RJA1","Q330K2",96.396,214,222,8,0,0,219,98.65,1,222,222,100,100,112,333,333,3.63e-162,450,1158
"A0A0D9RJA2","Q99551",93.35,365,391,26,0,0,375,95.91,9,399,399,98,98,9,399,399,0,723,1867
"A0A0D9RJA3","Q9ULD9",38.641,614,1589,711,60,264,852,53.62,7,1414,1414,99,99,6,1511,1512,0,681,1758
"A0A0D9RJA4","Q9P2E7",39.581,340,859,426,18,93,510,59.37,14,788,796,97,97,3,852,1040,0,570,1468
"A0A0D9RJA5","Q5T4H9",80.714,113,140,22,2,5,115,82.14,1,139,139,100,100,1,136,136,4.41e-57,174,440
"A0A0D9RJA6","Q96A56",96.875,155,160,4,1,1,157,98.13,1,160,165,97,97,1,159,240,1.26e-108,309,791
"A0A0D9RJA7","Q05823",92.982,689,741,52,0,0,712,96.09,1,741,741,100,100,1,741,741,0,1431,3703
"A0A0D9RJA8","O96020",99.457,366,368,2,0,0,367,99.73,16,383,383,96,96,37,404,404,0,761,1966
"A0A0D9RJA9","Q9P2E7",41.281,348,843,411,15,84,502,59.55,14,774,799,95,95,3,843,1040,0,586,1511
"A0A0D9RJB0","O00461",96.866,680,702,15,3,7,687,97.86,1,701,701,100,100,1,696,696,0,1340,3467
"A0A0D9RJB1","Q86U28",96.753,149,154,5,0,0,149,96.75,1,154,154,100,100,1,154,154,6.78e-105,296,757
"A0A0D9RJB2","O15492",94.554,191,202,11,0,0,194,96.04,1,202,202,100,100,1,202,202,3.5e-130,363,933
"A0A0D9RJB3","Q9P2E7",40.898,346,846,409,15,91,493,58.27,14,773,795,96,96,3,843,1040,0,582,1499
"A0A0D9RJB4","Q6P995",98.184,811,826,12,1,3,818,99.03,1,823,823,100,100,1,826,826,0,1678,4346
"A0A0D9RJB5","A8MWE9",94.667,71,75,4,0,0,73,97.33,33,107,107,70,70,70,144,144,1.41e-48,151,381
"A0A0D9RJB6","O75095",49.383,40,81,40,1,1,48,59.26,32,112,115,73,70,372,451,1541,3.19e-17,75.5,184
"A0A0D9RJB7","Q7Z6Z7",99.634,4358,4374,16,0,0,4363,99.75,1,4374,4374,100,100,1,4374,4374,0,8995,23340
"A0A0D9RJB8","Q9HC35",98.063,962,981,18,1,1,969,98.78,1,980,980,100,100,1,981,981,0,1997,5174
"A0A0D9RJB9","P57771",98.844,171,173,2,0,0,173,100,26,198,198,87,87,8,180,180,2.46e-127,355,912
"A0A0D9RJC0","P17987",99.46,553,556,3,0,0,553,99.46,1,556,556,100,100,1,556,556,0,1126,2912
"A0A0D9RJC1","P61916",100,151,151,0,0,0,151,100,1,151,151,100,100,1,151,151,3.56e-110,309,791
"A0A0D9RJC2","Q5VZT2",94.839,147,155,8,0,0,150,96.77,1,155,155,100,100,1,155,155,5.9e-108,303,777
"A0A0D9RJC3","Q9BV38",98.38,425,432,7,0,0,427,98.84,1,432,432,100,100,1,432,432,0,875,2262
"A0A0D9RJC4","Q15691",98.881,265,268,3,0,0,268,100,1,268,268,100,100,1,268,268,0,551,1420
"A0A0D9RJC5","Q99996",95.716,3754,3922,153,3,15,3820,97.4,1,3922,3922,100,100,1,3907,3907,0,7234,18768
"A0A0D9RJC6","Q75QN2",99.397,989,995,6,0,0,994,99.9,1,995,995,100,100,1,995,995,0,2051,5315
"A0A0D9RJC7","P49796",97.264,1031,1060,28,1,1,1039,98.02,27,1085,1085,98,98,139,1198,1198,0,2105,5455
"A0A0D9RJC8","A6NDD5",98.739,235,238,3,0,0,236,99.16,1,238,238,100,100,1,238,238,6.67e-175,479,1234
"A0A0D9RJC9","Q9BXD5",97.188,311,320,9,0,0,317,99.06,24,343,343,93,93,1,320,320,0,638,1646
"A0A0D9RJD0","Q9P2E7",38.068,394,1035,551,20,90,577,55.75,25,987,1007,96,96,1,1017,1040,0,643,1659
"A0A0D9RJD1","Q9UBC3",98.248,841,856,12,1,3,847,98.95,1,856,856,100,100,1,853,853,0,1744,4517
"A0A0D9RJD2","Q9HAZ2",51.832,566,1092,460,21,66,716,65.57,1,1051,1051,100,100,210,1276,1276,0,954,2466
"A0A0D9RJD3","P53708",47.338,498,1052,523,14,31,690,65.59,12,1036,1048,98,98,8,1055,1063,0,946,2445
"A0A0D9RJD4","Q7Z388",94.183,680,722,41,1,1,694,96.12,3,724,724,99,99,3,723,723,0,1380,3571
"A0A0D9RJD5","Q99856",97.4,487,500,11,2,2,492,98.4,1,498,498,100,100,1,500,593,0,971,2510
"A0A0D9RJD6","Q9NZA1",97.531,237,243,6,0,0,239,98.35,9,251,251,97,97,168,410,410,2.5e-177,493,1269
"A0A0D9RJD7","O14678",97.855,593,606,13,0,0,595,98.18,1,606,606,100,100,1,606,606,0,1214,3141
"A0A0D9RJD8","Q969F8",96.725,384,397,13,0,0,386,97.23,1,397,397,100,100,2,398,398,0,757,1955
"A0A0D9RJD9","O76041",96.064,659,686,27,0,0,673,98.1,1,686,716,96,96,1,686,1014,0,1343,3476
"A0A0D9RJE0","Q9BYD9",95.699,356,372,16,0,0,365,98.12,1,372,372,100,100,1,372,372,0,743,1917
"A0A0D9RJE1","Q08211",99.104,1106,1116,5,1,5,1108,99.28,11,1126,1126,99,99,160,1270,1270,0,2291,5937
"A0A0D9RJE2","Q99714",97.318,254,261,7,0,0,255,97.7,1,261,261,100,100,1,261,261,0,506,1303
"A0A0D9RJE3","Q9Y6X5",97.351,441,453,12,0,0,448,98.9,1,453,453,100,100,1,453,453,0,918,2372
"A0A0D9RJE4","Q16850",98.608,496,503,7,0,0,501,99.6,7,509,509,99,99,1,503,503,0,1039,2687
"A0A0D9RJE5","O95190",100,189,189,0,0,0,189,100,1,189,189,100,100,1,189,189,8.83e-141,389,1000
"A0A0D9RJE6","Q9NPC7",98.525,601,610,9,0,0,604,99.02,53,662,662,92,92,1,610,610,0,1254,3246
"A0A0D9RJE7","Q9UJA9",95.807,457,477,20,0,0,469,98.32,1,477,477,100,100,1,477,477,0,931,2407
"A0A0D9RJE8","P58304",99.169,358,361,3,0,0,359,99.45,1,361,361,100,100,1,361,361,0,729,1883
"A0A0D9RJE9","Q8WU90",99.765,425,426,1,0,0,425,99.77,1,426,426,100,100,1,426,426,0,857,2214
"A0A0D9RJF0","Q8N443",95.515,362,379,17,0,0,371,97.89,1,379,379,100,100,1,379,379,0,682,1759
"A0A0D9RJF1","Q9BZQ2",95.712,625,653,28,0,0,634,97.09,6,658,658,99,99,1,653,653,0,1280,3312
"A0A0D9RJF2","Q96D70",97.388,261,268,7,0,0,262,97.76,1,268,268,100,100,1,268,268,0,532,1370
"A0A0D9RJF3","A4D1F6",95.843,830,866,29,4,7,842,97.23,1,865,865,100,100,1,860,860,0,1636,4237
"A0A0D9RJF4","Q14206",100,197,197,0,0,0,197,100,1,197,197,100,100,1,197,197,1.74e-147,407,1045
"A0A0D9RJF5","Q6UX71",98.817,334,338,4,0,0,337,99.7,1,338,338,100,100,192,529,529,0,703,1814
"A0A0D9RJF6","Q5CZC0",92.638,6405,6914,494,11,15,6630,95.89,1,6906,6906,100,100,1,6907,6907,0,12899,33475
"A0A0D9RJF7","Q14683",100,1096,1096,0,0,0,1096,100,4,1099,1099,99,99,138,1233,1233,0,2214,5736
"A0A0D9RJF8","Q9NYL5",97.655,458,469,11,0,0,460,98.08,1,469,469,100,100,1,469,469,0,942,2434
"A0A0D9RJF9","Q6ZRY4",98.343,178,181,3,0,0,179,98.9,37,217,217,83,83,29,209,209,1.18e-131,368,945
"A0A0D9RJG0","O95847",99,297,300,2,1,1,299,99.67,1,299,299,100,100,1,300,323,0,608,1569
"A0A0D9RJG1","Q5T7W0",99.573,700,703,3,0,0,701,99.72,21,723,723,97,97,252,954,954,0,1461,3783
"A0A0D9RJG2","Q96KC2",100,179,179,0,0,0,179,100,2,180,180,99,99,1,179,179,9.34e-135,373,958
"A0A0D9RJG3","O00522",99.185,730,736,6,0,0,730,99.18,1,736,736,100,100,1,736,736,0,1524,3947
"A0A0D9RJG4","Q9H611",96.724,620,641,21,0,0,625,97.5,1,641,641,100,100,1,641,641,0,1237,3200
"A0A0D9RJG5","Q8TEA1",97.655,458,469,11,0,0,469,100,1,469,469,100,100,1,469,469,0,951,2459
"A0A0D9RJG6","O60522",94.569,1985,2099,109,5,5,2033,96.86,1,2097,2097,100,100,1,2096,2096,0,4061,10533
"A0A0D9RJG7","Q5JU85",99.917,1207,1208,1,0,0,1207,99.92,1,1208,1208,100,100,281,1488,1488,0,2444,6334
"A0A0D9RJG8","P02760",96.023,338,352,14,0,0,346,98.3,1,352,352,100,100,1,352,352,0,711,1836
"A0A0D9RJG9","Q52LA3",75,63,84,18,1,3,70,83.33,1,84,84,100,100,36,116,116,3.1e-39,125,314
"A0A0D9RJH0","Q9BZ72",54.518,543,996,348,10,105,674,67.67,1,914,922,99,99,363,1335,1349,0,1030,2664
"A0A0D9RJH1","Q9P2G1",99.265,1081,1089,8,0,0,1084,99.54,1,1089,1089,100,100,1,1089,1089,0,2254,5841
"A0A0D9RJH2","Q02641",62.331,369,592,168,7,55,429,72.47,24,611,612,96,96,58,598,598,0,665,1716
"A0A0D9RJH3","Q9Y2X0",86.007,756,879,111,5,12,783,89.08,1,870,871,99,99,1,876,877,0,1450,3754
"A0A0D9RJH4","Q9BSJ6",64.032,162,253,85,4,6,177,69.96,1,252,252,100,100,1,248,248,5.37e-94,276,705
"A0A0D9RJH5","Q8IZ02",96.774,390,403,13,0,0,397,98.51,1,403,403,100,100,62,464,464,0,808,2088
"A0A0D9RJH6","Q9BWD1",90.881,299,329,29,1,1,310,94.22,1,329,373,88,88,1,328,397,0,603,1554
"A0A0D9RJH7","Q9UGL1",49.689,718,1445,623,21,104,943,65.26,7,1433,1444,99,99,25,1383,1544,0,1353,3503
"A0A0D9RJH8","Q96FN5",94.923,617,650,27,2,6,624,96,1,649,650,99,99,1,645,646,0,1217,3149
"A0A0D9RJH9","Q8WUU5",98.893,268,271,1,1,2,269,99.26,1,271,271,100,100,1,269,269,0,545,1404
"A0A0D9RJI0","Q86VX2",99,198,200,2,0,0,200,100,1,200,200,100,100,1,200,200,1.37e-147,407,1047
"A0A0D9RJI1","Q13093",94.521,414,438,24,0,0,429,97.95,1,438,439,99,99,1,438,441,0,874,2258
"A0A0D9RJI2","Q02252",99.344,454,457,3,0,0,455,99.56,1,457,457,100,100,79,535,535,0,949,2453
"A0A0D9RJI3","A6NIV6",96.786,542,560,18,0,0,547,97.68,1,560,560,100,100,1,560,560,0,1088,2813
"A0A0D9RJI4","Q15007",99.06,316,319,3,0,0,318,99.69,1,319,319,100,100,78,396,396,0,645,1663
"A0A0D9RJI5","Q504Y0",96.093,664,691,27,0,0,677,97.97,1,691,691,100,100,1,691,691,0,1336,3458
"A0A0D9RJI6","Q5W150",74.815,101,135,34,0,0,108,80,6,140,140,96,96,6,140,140,2.33e-66,197,501
"A0A0D9RJI7","B4E2M5",94.898,186,196,10,0,0,192,97.96,1,196,196,100,100,56,251,251,5.8e-133,372,955
"A0A0D9RJI8","Q9H2G4",97.131,677,697,15,4,5,684,98.13,1,696,696,100,100,1,693,693,0,1360,3521
"A0A0D9RJI9","P04179",96.847,215,222,7,0,0,219,98.65,1,222,222,100,100,1,222,222,4.3e-164,451,1160
"A0A0D9RJJ0","Q8IZC6",97.527,1814,1860,46,0,0,1836,98.71,1,1860,1860,100,100,1,1860,1860,0,3440,8920
"A0A0D9RJJ1","O43933",97.584,1252,1283,31,0,0,1266,98.67,1,1283,1283,100,100,1,1283,1283,0,2582,6693
"A0A0D9RJJ2","Q8ND07",96.219,509,529,20,0,0,520,98.3,1,529,529,100,100,1,529,529,0,1043,2698
