Proteome_ID	Tax_ID	Species_Name
UP000241634	2108127	Mycobacterium phage MooMoo
UP000240323	2108131	Mycobacterium phage Smeagol
UP000240673	2108134	Streptomyces phage Paedore
UP000290282	2108200	Nephila clavipes virus 3
UP000289508	2108201	Nephila clavipes virus 4
UP000516361	2108365	Tepiditoga spiralis
UP000278471	2108549	Termite associated circular virus 1
UP000279070	2108550	Termite associated circular virus 2
UP000272237	2108551	Termite associated circular virus 3
UP000277274	2108552	Termite associated circular virus 4
UP000240429	2109333	Streptomyces dioscori
UP000271569	2109373	(new) Chicken stool associated circular virus 1
UP000240513	2109626	Desulfonatronum sp. SC1
UP000239772	2109933	Alsobacter soli
UP000238805	2109944	Mesoflavibacter sp. HG96
UP000241762	2115978	Candidatus Phycorickettsia trachydisci
UP000502165	2116384	Guangdong red-banded snake torovirus
UP000297076	2116435	Wenling red spikefish hantavirus
UP000297050	2116436	Wenling yellow goosefish hantavirus
UP000297129	2116438	Wenling hagfish virus
UP000297009	2116452	Wenzhou pacific spadenose shark paramyxovirus
UP000297191	2116453	Wenling hoplichthys paramyxovirus
UP000297063	2116454	Wenling tonguesole paramyxovirus
UP000290712	2116467	Wenling frogfish arenavirus 2
UP000297055	2116487	Wenling frogfish filovirus
UP000683136	2116492	Wenling fish chu-like virus
UP000297081	2116559	Mount Mabu Lophuromys virus 1
UP000297102	2116604	Pohorje myodes paramyxovirus 1
UP000247033	2116688	Vibrio phage Rostov 6
UP000241229	2116701	Mesorhizobium ephedrae
UP000241167	2116704	Sphingomonas deserti
UP000289439	2116736	Chrysanthemum virus R
UP000289905	2122733	Camellia chlorotic dwarf-associated virus
UP000601768	2125989	Neptunicella marina
UP000240912	2126353	Pedobacter yulinensis
UP000244824	2126721	Microbacterium phage Triscuit
UP000244603	2126724	Staphylococcus phage phiSA_BS2
UP000241095	2126735	Streptomyces phage Wentworth
UP000241078	2126784	Gordonia phage Djokovic
UP000241303	2126788	(new) Mycobacterium phage SgtBeansprout
UP000240236	2126809	Mycobacterium phage Lopton
UP000241577	2126810	Mycobacterium phage Misha28
UP000241406	2126811	(new) Mycobacterium phage TootsiePop
UP000241985	2126813	Mycobacterium phage GageAP
UP000240247	2126816	Mycobacterium phage Naca
UP000241327	2126817	Mycobacterium phage SuperAwesome
UP000244355	2126930	(new) Microbacterium phage Etna
UP000015241	2126942	Fomitopsis schrenkii (Brown rot fungus)
UP000244461	2126952	Mycobacterium phage Leston
UP000244848	2126954	Mycobacterium phage OwlsT2W
UP000244709	2126955	(new) Mycobacterium phage SamScheppers
UP000244473	2126956	Mycobacterium phage TNguyen7
UP000273054	2126980	Brazilian cedratvirus IHUMI
UP000240399	2126985	Tupanvirus soda lake
UP000249375	2133944	Pseudoprevotella muciniphila
UP000244867	2133958	Nocardioides currus
UP000271452	2135627	Flavobacterium sp. 123
UP000245599	2135643	Simplicispira sp. 125
UP000310490	2136173	Streptomyces sp. So13.3
UP000317357	2137174	(new) South American cichlid iridovirus
UP000289569	2137354	Pythium polare RNA virus 2
UP000251213	2137476	Thermoflavimicrobium daqui
UP000289784	2137479	Pseudoxanthomonas composti
UP000682650	2137878	Selenomonadales bacterium
UP000246018	2138300	Nocardioides gansuensis
UP000711815	2138324	(new) Leotiomycetes sp. MPI-SDFR-AT-0126
UP000240889	2138576	Vitiosangium sp. (strain GDMCC 1.1324)
UP000274884	2153361	Paucibacter sp. KBW04
UP000279933	2153365	(new) Acidovorax sp. FJL06
UP000272943	2153366	Aquitalea sp. FJL05
UP000244821	2161784	(new) Pseudomonas phage vB_PaeP_130_113
UP000247426	2161813	Glaciecola sp. (strain KUL10)
UP000244023	2161864	Opitutus sp. ER46
UP000244158	2161867	Verrucomicrobia bacterium LW23
UP000682003	2161875	Coconut foliar decay alphasatellite 2
UP000289318	2161879	Coconut foliar decay alphasatellite 6
UP000244956	2162893	Marinilabilia rubra
UP000267582	2163009	Candidatus Poseidoniales archaeon
UP000247247	2163588	Marinomonas phage YY
UP000246238	2163598	Mycobacterium phage TChen
UP000246787	2163629	Dickeya phage Amaethon
UP000246538	2163631	Dickeya phage Ninurta
UP000246316	2163633	Erwinia phage Cronus
UP000246166	2163634	Pectobacterium phage Jarilo
UP000246725	2163901	Synechococcus phage S-B64
UP000246372	2163962	Aeromonas phage 13AhydR10PP
UP000246313	2163963	Aeromonas phage 62AhydR11PP
UP000246770	2163964	Aeromonas phage 85AhydR10PP
UP000246250	2163965	Pseudomonas phage 98PfluR60PP
UP000246834	2163970	(new) Pseudomonas phage 22PfluR64PP
UP000247194	2163984	Pseudomonas phage Nerthus
UP000286482	2164068	Alginatibacterium sediminis
UP000244496	2169400	Gemmobacter aquarius
UP000245449	2169410	Flavobacterium psychrotolerans
UP000244450	2169414	Chitinophaga parva
UP000245021	2169526	Lactococcus termiticola
UP000244315	2169540	Lysinibacillus sp. 2017
UP000452269	2169593	Nitrososphaeraceae archaeon
UP000203708	2169726	Cacao yellow vein banding virus
UP000241171	2169734	Jatropha leaf curl Gujarat virus
UP000203071	2169737	Telfairia golden mosaic virus
UP000242973	2169747	Botrytis cinerea betaendornavirus 1
UP000204035	2169757	Betapolyomavirus vicugnae
UP000006630	2169824	Cleome leaf crumple alphasatellite
UP000204610	2169853	Crohivirus A
UP000098834	2169876	Camel associated drosmacovirus 1
UP000174903	2169877	Camel associated drosmacovirus 2
UP000174232	2169919	Tibetan frog hepatitis B virus
UP000241568	2169936	Human associated huchismacovirus 3
UP000266127	2170064	Mahlapitsi orthoreovirus
UP000171893	2170105	Camel associated porprismacovirus 1
UP000144596	2170106	Camel associated porprismacovirus 2
UP000166258	2170107	Camel associated porprismacovirus 3
UP000137486	2170108	Camel associated porprismacovirus 4
UP000202059	2170111	Gorilla associated porprismacovirus 1
UP000201172	2170117	Porcine associated porprismacovirus 10
UP000207752	2170125	Porcine associated porprismacovirus 9
UP000241420	2170195	(new) Eastern chimpanzee simian foamy virus
UP000109780	2170200	Spider monkey simian foamy virus
UP000154225	2170201	Squirrel monkey simian foamy virus
UP000677750	2170211	Lasius neglectus virus 2
UP000289461	2170402	Tupaia glis polyomavirus 1
UP000290684	2170404	Glis glis polyomavirus 1
UP000290719	2170544	Apple luteovirus 1
UP000249254	2170551	Phenylobacterium soli
UP000244817	2170577	Thalassorhabdomicrobium marinisediminis
UP000258373	2170705	Bacillus phage vB_BceM-HSE3
UP000251772	2170731	Comamonas sp. JNW
UP000288656	2171383	Murine circovirus
UP000271619	2171384	Murine feces-associated gemycircularvirus 1
UP000500976	2171394	Mus musculus polyomavirus 3
UP000244780	2171494	Labrenzia sp. 011
UP000245627	2171749	Sphingobacterium corticibacter
UP000245998	2171751	Pueribacillus theae
UP000244710	2171979	Arthrobacter sp. Bz4
UP000247285	2172042	Enterococcus phage LY0322
UP000244937	2172098	Flavobacterium pallidum
UP000244913	2172650	Caulobacter radicis
UP000279029	2173034	Petrocella atlantisensis
UP000244893	2173173	Amnibacterium flavum
UP000245142	2173174	Cellulomonas sp. WB94
UP000245623	2173179	Microbacterium sp. Gd 4-13
UP000247099	2174842	Coraliomargarita sinensis
UP000244900	2174846	Streptomyces tirandamycinicus
UP000266615	2174932	Nesterenkonia natronophila
UP000244929	2175091	Flavobacterium album
UP000245283	2175228	Ancrocorticia populi
UP000245212	2175229	Corticimicrobacter populi
UP000248716	2175659	Curtobacterium sp. MCBD17_032
UP000267934	2178928	Erwinia phage phiEaP8
UP000298751	2178932	Escherichia phage vB_EcoM-Ro157c2YLVW
UP000246425	2182318	Streptomyces phage Eddasa
UP000246222	2182346	(new) Erwinia phage Faunus
UP000246984	2182347	Gordonia phage Petra
UP000246591	2182349	Gordonia phage Sour
UP000246668	2182352	Microbacterium phage Count
UP000246485	2182359	Rhodococcus phage Grayson
UP000245590	2182385	Brachybacterium endophyticum
UP000246494	2182395	Gordonia phage Easley
UP000247188	2182397	Streptomyces phage Ibantik
UP000246233	2182403	(new) Mycobacterium phage Priamo
UP000246895	2182404	Streptomyces phage Rainydai
UP000247145	2182407	(new) Streptomyces phage SendItCS
UP000247075	2182408	(new) Streptomyces phage FlowerPower
UP000249016	2183553	Spirosoma telluris
UP000245728	2183582	Saliniradius amylolyticus
UP000254305	2184000	Flavobacterium sp. AG291
UP000679022	2184014	Erysipelotrichia bacterium
UP000713366	2184029	(new) Apophysomyces sp. BC1034
UP000244940	2184063	Pararhodobacter marinus
UP000249596	2184343	Candidatus Marinamargulisbacteria bacterium SCGC AG-343-D04
UP000249251	2184347	Candidatus Marinamargulisbacteria bacterium SCGC AAA071-K20
UP000290095	2184469	Helianthus annuus alphaendornavirus
UP000249590	2184697	Acuticoccus sediminis
UP000289379	2185086	Blackberry virus A
UP000289425	2185087	Chenopodium quinoa mitovirus 1
UP000289810	2200716	Opuntia virus 2
UP000293224	2200756	(new) Cronobacter phage GW1
UP000245455	2200760	Streptomyces sp. Act143
UP000315084	2200886	(new) Sulfolobus sp. F3
UP000248012	2200892	Litorivita pollutaquae
UP000254771	2200908	endosymbiont of Escarpia spicata
UP000290600	2200955	Lettuce chordovirus 1
UP000290049	2201042	Arracacha virus 1
UP000245632	2201153	Streptomyces sp. NWU49
UP000253209	2201324	Mucilaginibacter hurinus
UP000251945	2201347	(new) Streptomyces phage JackieB
UP000250725	2201348	(new) Streptomyces phage LazerLemon
UP000248946	2201414	Oenococcus phage phiOE33PA
UP000250856	2201421	Streptomyces phage Yosif
UP000251795	2201424	Erwinia phage vB_EamM_Alexandra
UP000251212	2201427	Gordonia phage Emperor
UP000251296	2201442	(new) Microbacterium phage RobsFeet
UP000251000	2201443	(new) Microbacterium phage Tandem
UP000250735	2201447	(new) Rhodococcus phage Bradshaw
UP000250566	2201462	Pseudomonas phage PFP1
UP000250815	2201472	Xanthomonas phage phiXv2
UP000245507	2201891	Nocardioides silvaticus
UP000255813	2202135	Acinetobacter phage SH-Ab 15599
UP000246199	2202246	Listeria phage PSU-VKH-LP019
UP000246714	2202247	Listeria phage PSU-VKH-LP040
UP000247173	2202248	Listeria phage PSU-VKH-LP041
UP000245368	2202254	Deinococcus irradiatisoli
UP000246050	2202420	Micromonospora sp. 4G51
UP000676648	2202565	Genomoviridae sp.
UP000278975	2202566	Geminiviridae sp.
UP000272745	2202647	Bacilladnaviridae sp.
UP000291682	2202954	Circular genetic element sp.
UP000286861	2203200	Nonomuraea sp. WAC 01424
UP000271045	2203204	Streptomyces sp. WAC 01438
UP000290752	2203894	Tomato leaf curl Yunnan betasatellite
UP000253606	2211140	Acidisarcina polymorpha
UP000655907	2211365	Erysipelotrichaceae bacterium RD49
UP000334340	2211376	Candidatus Methylomirabilis lanthanidiphila
UP000294245	2211643	Monosporascus sp. CRB-9-2
UP000292472	2211644	Monosporascus sp. CRB-8-3
UP000291414	2211647	Monosporascus sp. GIB2
UP000625220	2212468	Bryobacteraceae bacterium
UP000550775	2212474	Kofleriaceae bacterium
UP000326865	2212850	Halosegnis rubeus
UP000183810	2213200	Nocardia mangyaensis
UP000283003	2217664	Croceicoccus ponticola
UP000258404	2218497	Enterococcus phage phiEF17H
UP000282196	2218523	Candidatus Termititenax dinenymphae
UP000269352	2218524	Termititenax aidoneus
UP000250399	2218610	Ruegeria phage vB_RpoMi-V15
UP000682391	2219036	Paguma larvata torque teno virus
UP000290085	2219092	Sclerotinia sclerotiorum deltaflexivirus 2
UP000249117	2219108	Botrytis cinerea fusarivirus 1-S2
UP000269999	2219113	Alces alces faeces associated genomovirus MP157
UP000267343	2219114	Alces alces faeces associated genomovirus MP43
UP000273334	2219117	Lepus americanus faeces associated genomovirus SHP11
UP000273883	2219124	Lynx canadensis faeces associated genomovirus CL1 46
UP000268524	2219128	(new) Lynx canadensis faeces associated genomovirus CL1 74
UP000275237	2219129	Lynx canadensis faeces associated genomovirus CL3 128
UP000275141	2219132	Lynx canadensis faeces associated genomovirus CL5 48
UP000281865	2219133	Alces alces faeces associated microvirus MP10 5560
UP000272734	2219134	Alces alces faeces associated microvirus MP11 5517
UP000277206	2219135	Alces alces faeces associated microvirus MP12 5423
UP000279490	2219138	Alces alces faeces associated microvirus MP21 4718
UP000275624	2219140	Lynx canadensis associated microvirus CLP 9366
UP000281620	2219142	Alces alces faeces associated smacovirus MP78
UP000276374	2219143	Alces alces faeces associated circular virus MP65
UP000249248	2219161	Putridiphycobacter roseus
UP000312512	2219224	Nonomuraea phyllanthi
UP000250744	2219697	Nitrincola tibetensis
UP000278521	2230896	Bark beetle-associated genomovirus 1
UP000270333	2230899	Bark beetle-associated genomovirus 4
UP000275118	2230900	Bark beetle-associated genomovirus 5
UP000257259	2231055	Dechloromonas sp. HYN0024
UP000272365	2231112	Hydrogenimonas sp.
UP000678917	2231116	Mycoplasmatota bacterium
UP000253081	2231359	Salmonella phage S137
UP000318497	2233538	(new) Duck adenovirus 3
UP000322788	2233777	Candidatus Tokpelaia sp.
UP000266934	2233851	Blastochloris tepida
UP000253082	2234084	(new) Enterococcus phage vB_EfaS_LM99
UP000305753	2234088	Vibrio phage VP-1
UP000266204	2234093	Escherichia phage C130_2
UP000677407	2249313	Phascolarctid gammaherpesvirus 1
UP000278137	2249417	Chaetothyriales sp. CBS 134920
UP000274348	2249418	Chaetothyriales sp. CBS 134916
UP000273645	2249420	Chaetothyriales sp. CBS 135597
UP000251084	2249467	Pseudomonas phage SCYZ1
UP000256159	2249766	(new) Paenibacillus phage Genki
UP000255796	2249768	(new) Paenibacillus phage Ley
UP000255795	2249769	Paenibacillus phage LincolnB
UP000259934	2249772	(new) Paenibacillus phage Arcticfreeze
UP000257325	2249774	Paenibacillus phage DevRi
UP000256090	2249778	(new) Paenibacillus phage Lucielle
UP000255890	2249779	Paenibacillus phage Wanderer
UP000255898	2249780	Paenibacillus phage Yyerffej
UP000252940	2249812	Roseovarius sp. TE539
UP000289818	2249930	Ashy storm petrel gyrovirus
UP000677749	2249932	Torque teno Arctocephalus gazella virus 1
UP000680011	2249933	Torque teno Arctocephalus gazella virus 2
UP000288615	2249941	Feline stool-associated circular virus KU14
UP000293923	2250255	Methanosarcinales archaeon
UP000729398	2250274	Micrarchaeota archaeon
UP000260367	2250289	Microbacterium phage Eden
UP000258297	2250296	Gordonia phage Pollux
UP000317418	2250312	Proteus phage vB_PmiP_RS1pmA
UP000257579	2250321	Gordonia phage Fury
UP000259467	2250323	Gordonia phage Ruthy
UP000260167	2250326	(new) Mycobacterium phage DrFeelGood
UP000257654	2250337	(new) Streptomyces phage Crosby
UP000252728	2250361	Mycobacterium phage Magnar
UP000252280	2250367	Mycobacterium phage Sandalphon
UP000257231	2250414	Arthrobacter phage MargaretKali
UP000258829	2250428	Mycobacterium phage SwissCheese
UP000887820	2250469	(new) Aspergillus fumigatus polymycovirus 1
UP000252403	2250574	Blastococcus sp. TF02-8
UP000253410	2259036	Chitinophaga flava
UP000153518	2259331	(new) Human papillomavirus 157
UP000266479	2259644	Streptomyces sp. YIM 130001
UP000252347	2259645	Rhodovulum sp. BSW8
UP000240395	2267236	(new) Citrobacter phage CF1 ERZ-2017
UP000290614	2267679	Pinus nigra virus 1
UP000279042	2267680	Bacilladnavirus sp.
UP000253031	2267702	Streptomyces sp. SDr-06
UP000270973	2268026	Runella sp. SP2
UP000279525	2268028	Chryseobacterium sp. SC28
UP000290659	2268125	Erethizon dorsatum papillomavirus 2
UP000740934	2268195	Methanomicrobia archaeon
UP000537077	2268199	Polyangiaceae bacterium
UP000252770	2268447	Desertihabitans brevis
UP000280903	2268461	Microbacterium sp. ABRD28
UP000257648	2268578	Synechococcus phage S-T4
UP000252224	2268587	Pseudomonas phage phCDa
UP000252104	2268588	(new) Escherichia phage UB
UP000255893	2268607	(new) Staphylococcus phage SA1014ruMSSAST7
UP000255956	2268608	(new) Staphylococcus phage SA137ruMSSAST121PVL
UP000256060	2268621	(new) Staphylococcus phage SA345ruMSSAST8
UP000463138	2268758	Halopseudomonas laoshanensis
UP000252687	2269061	Polaribacter sp. WD7
UP000255697	2269366	Acinetobacter phage vB_ApiM_fHyAci03
UP000255802	2269380	Shigella phage SFPH2
UP000217199	2282107	Pyrrhoderma noxium
UP000253188	2282123	Winogradskyella sp. KYW1333
UP000253780	2282170	Kordia sp. SMS9
UP000223389	2282196	Shigella phage Sf11 SMD-2017
UP000289286	2282206	Bufonid herpesvirus 1
UP000252558	2282215	Corallincola holothuriorum
UP000253873	2282311	(new) Halomonas sp. DQ26W
UP000253782	2282381	Dyella tabacisoli
UP000255833	2282396	Paenibacillus phage Unity
UP000258869	2282400	Acinetobacter phage ABPH49
UP000260583	2282409	Serratia phage Scapp
UP000259700	2282412	Enterobacteria phage O276
UP000502532	2282485	Sweet potato leaf curl Hubei virus
UP000289990	2282644	Lolium perenne-associated virus
UP000289285	2282645	Panicum ecklonii-associated virus
UP000260644	2282649	Chitinophaga silvatica
UP000253741	2282652	Streptomyces corynorhini
UP000253759	2282655	Pelagibacterium lacus
UP000256461	2282866	Sporosarcina sp. BI001-red
UP000259464	2282904	Ralstonia phage GP4
UP000258547	2282908	(new) Mycobacterium phage Homines
UP000259984	2282909	Mycobacterium phage Harley
UP000260516	2283011	Vibrio phage BONAISHI
UP000260494	2283012	Bacillus phage Wes44
UP000258104	2283015	Eggerthella phage PMBT5
UP000318213	2283016	Pelagibacter phage HTVC022P
UP000320132	2283017	Pelagibacter phage HTVC031P
UP000317351	2283020	Pelagibacter phage HTVC119P
UP000319146	2283021	Pelagibacter phage HTVC120P
UP000317687	2283023	Pelagibacter phage HTVC200P
UP000305361	2283026	Erwinia phage vB_EhrS_49
UP000262440	2283029	Dickeya phage vB_DsoM_AD1
UP000263326	2283031	Dickeya phage vB_DsoM_JA29
UP000263072	2283032	(new) Dickeya phage vB_DsoM_JA33
UP000625862	2283092	Pyrinomonadaceae bacterium
UP000258163	2283098	(new) Vibrio phage R01
UP000258608	2283243	(new) Arthrobacter phage Inspire2
UP000260273	2283246	Gordonia phage Pleakley
UP000258832	2283252	Mycobacterium phage Bromden
UP000258997	2283269	Caulobacter phage CcrBL10
UP000259421	2283270	Caulobacter phage CcrBL9
UP000259996	2283292	(new) Mycobacterium phage Ryadel
UP000259857	2283295	(new) Mycobacterium phage Gorge
UP000253940	2283318	Aquirhabdus parva
UP000502016	2283388	Faba bean polerovirus 1
UP000253869	2283433	Oceanispirochaeta sp. M1
UP000290764	2283630	Fusibacter sp. A1
UP000256838	2291023	Trinickia dinghuensis
UP000281425	2291614	Euphorbia heterophylla associated gemycircularvirus
UP000678662	2291940	Pyricularia oryzae ourmia-like virus 1
UP000678741	2291942	Pyricularia oryzae ourmia-like virus 3
UP000285678	2292053	Parabacteroides sp. AM08-6
UP000286373	2292065	Roseburia sp. AM16-25
UP000284958	2292075	Sutterella sp. AM11-39
UP000284946	2292179	Clostridiaceae bacterium AF29-16BH
UP000283331	2292180	Ruminococcaceae bacterium AF10-16
UP000265869	2292190	Alistipes sp. AF17-16
UP000284135	2292191	Anaerotruncus sp. AF02-27
UP000285019	2292231	Coprococcus sp. AF21-14LB
UP000284400	2292232	Eubacterium sp. AF22-8LB
UP000285063	2292244	Pseudoflavonifractor sp. AF19-9AC
UP000284026	2292269	Ruminococcaceae bacterium AM28-23LB
UP000284430	2292272	Lachnospiraceae bacterium OM04-12BH
UP000265865	2292273	Lachnospiraceae bacterium OF09-33XD
UP000285119	2292287	Blautia sp. OF03-15BH
UP000284368	2292358	Megasphaera sp. AM44-1BH
UP000285328	2292364	Prevotella sp. AM34-19LB
UP000284976	2292372	Ruminococcus sp. AM42-11
UP000271566	2292448	Thermoanaerobacteraceae bacterium SP2
UP000289199	2292642	(new) Turtle grass virus X
UP000261905	2292705	Paenibacillus paeoniae
UP000261828	2292706	Allomuricauda nanhaiensis
UP000264589	2292771	Parvularcula marina
UP000284917	2293030	(new) Clostridium sp. AM34-9AC
UP000262191	2293108	Eubacterium sp. AF36-5BH
UP000274277	2293274	Bark beetle associated circular virus 1
UP000281281	2293276	Cricket associated circular virus 1
UP000269586	2293277	Cybaeus spider associated circular virus 1
UP000277648	2293279	False black widow spider associated circular virus 1
UP000275022	2293283	Fly associated circular virus 3
UP000267334	2293285	Fly associated circular virus 5
UP000271455	2293286	Fly associated circular virus 6
UP000280107	2293289	Giant house spider associated circular virus 2
UP000278769	2293291	Giant house spider associated circular virus 4
UP000269796	2293293	Grasshopper associated circular virus 1
UP000282032	2293294	Longjawed orbweaver circular virus 1
UP000273030	2293295	Longjawed orbweaver circular virus 2
UP000277710	2293296	Millipede associated circular virus 1
UP000280716	2293303	(new) Spider associated circular virus 2
UP000282493	2293304	Spider associated circular virus 3
UP000276212	2293305	Spinybacked orbweaver circular virus 1
UP000275869	2293307	Tentweb spider associated circular virus 1
UP000275952	2293309	Water beetle associated circular virus 1
UP000274267	2293310	Woodlouse hunter spider associated circular virus 1
UP000263943	2293325	Bacillus sp. HNG
UP000264016	2293567	Methylovirgula sp. 4M-Z18
UP000262477	2293571	Streptomyces inhibens
UP000264310	2293836	Fulvimarina endophytica
UP000264002	2293840	Sphaerochaeta halotolerans
UP000676410	2293881	Jasmine mosaic-associated virus 2
UP000262621	2294034	Micromonospora craniellae
UP000292459	2294035	Leptolyngbya sp. LK
UP000262379	2294114	Mesorhizobium denitrificans
UP000271678	2294115	Flexivirga caeni
UP000267223	2294116	Hanamia caeni
UP000261931	2294117	Hydrogenophaga borbori
UP000289742	2294150	Macaca mulatta papillomavirus 2
UP000290157	2294151	Macaca mulatta papillomavirus 3
UP000289561	2294152	Macaca mulatta papillomavirus 4
UP000262558	2301224	Wenzhouxiangella sp. 15181
UP000264392	2301226	Rhodobacteraceae bacterium 63075
UP000262757	2301527	Sinorhizobium phage phiM6
UP000269406	2301535	Thermus phage phiKo
UP000280539	2301537	Thermus phage phiMa
UP000263976	2301546	Mycobacterium phage Adahisdi
UP000263300	2301552	Mycobacterium phage IPhane7
UP000263691	2301556	Mycobacterium phage Rando14
UP000264161	2301566	(new) Mycobacterium phage JoeyJr
UP000262121	2301569	(new) Mycobacterium phage PherrisBueller
UP000264631	2301574	Streptomyces phage LibertyBell
UP000281572	2301600	Corynebacterium phage Juicebox
UP000279330	2301604	(new) Microbacterium phage OneinaGillian
UP000271820	2301621	Streptomyces phage Yaboi
UP000321783	2301634	(new) Pseudomonas phage Fc02
UP000321471	2301636	(new) Pseudomonas phage H71
UP000321066	2301637	(new) Pseudomonas phage H72
UP000263214	2301685	Bacillus phage Kioshi
UP000263372	2301691	Gordonia phage Angelique
UP000263262	2301692	(new) Gordonia phage Ashertheman
UP000262321	2301696	Gordonia phage Horus
UP000262719	2301697	Gordonia phage Schmidt
UP000262077	2301701	Mycobacterium phage Renaud18
UP000262250	2301709	Mycobacterium phage Maroc7
UP000261782	2301713	Mycobacterium phage Ruby
UP000263077	2301720	Salmonella virus VSe103
UP000264442	2301723	Salmonella virus VSt472
UP000262320	2301731	Bacteroides phage crAss001 (Bacteroides phage PhiCrAss001)
UP000502476	2303390	(new) Hollyhock yellow vein virus
UP000262362	2303986	Geodermatophilus sp. LHW52908
UP000264541	2303992	Peribacillus saganii
UP000500845	2304025	Cryptophlebia peltastica nucleopolyhedrovirus
UP000290115	2304056	Myocastor coypus polyomavirus 1
UP000680900	2304214	(new) Elderberry aureusvirus 1
UP000290459	2304514	Culex circovirus-like virus
UP000290664	2304516	Culex-associated Tombus-like virus
UP000486032	2304571	Enterorhabdus sp. P55
UP000469514	2304573	Neglectibacter sp. 59
UP000290978	2304620	Canine papillomavirus 22
UP000307702	2304625	Colwellia ponticola
UP000273501	2305220	Streptomyces sp. W1SF4
UP000297890	2305248	Candidatus Macondimonas diazotrophica
UP000265926	2305463	Maribellus luteus
UP000307926	2306278	Bacteroides phage p00
UP000677460	2306887	Botrytis cinerea mymonavirus 1
UP000288052	2306972	Bifidobacterium castoris
UP000287470	2306974	Bifidobacterium samirii
UP000285710	2306993	Sinirhodobacter populi
UP000284322	2306996	Tsuneonella suprasediminis
UP000286576	2307003	Aurantiacibacter zhengii
UP000307994	2307015	Klebsiella phage K1-ULIP33
UP000241890	2315210	Hondaea fermentalgiana
UP000345177	2315217	Serratia phage JS26
UP000301751	2315236	Aquabacterium pictum
UP000317378	2315329	Streptomyces sporangiiformans
UP000274661	2315330	Sphingomonas ginkgonis
UP000276974	2315335	Vibrio phage fNo16
UP000265801	2315464	Bacillus salacetis
UP000268320	2315486	(new) Escherichia phage FEC19
UP000278586	2315531	Gordonia phage Getalong
UP000272852	2315532	(new) Gordonia phage Jifall16
UP000271313	2315544	Mycobacterium phage Paito
UP000278416	2315608	Arthrobacter phage KBurrousTX
UP000282192	2315610	Gordonia phage Turuncu
UP000269468	2315612	Mycobacterium phage Arcanine
UP000266302	2315688	Simplicispira hankyongi
UP000266340	2315694	Cohnella faecalis
UP000264229	2315696	Escherichia phage PGN829.1
UP000267142	2315703	Microbacterium phage Burro
UP000282283	2315704	Microbacterium phage Efeko
UP000273331	2315711	Mycobacterium phage MilleniumForce
UP000280480	2315717	Streptomyces phage Microdon
UP000679447	2315722	Dillard's Draw virus
UP000298636	2315800	Buchnera aphidicola (Stegophylla sp.)
UP000289300	2315813	Yongsan tombus-like virus 1
UP000283681	2315861	Atopobacter sp. AH10
UP000263900	2315862	Paraflavitalea soli
UP000265643	2316025	Mediterraneibacter butyricigenes
UP000290759	2316528	Lichenibacterium minor
UP000262802	2319843	Hymenobacter oligotrophus
UP000276254	2319844	Sphingomonas paeninsulae
UP000270929	2320081	Acutalibacter sp. 1XD8-33
UP000273581	2320102	bacterium 1XD42-8
UP000270441	2320107	bacterium 1xD42-67
UP000290694	2320183	Rhizophagus diaphanum mitovirus 1
UP000290499	2320186	Rhizophagus irregularis mitovirus 1
UP000264535	2320189	Dickeya phage Dagda_B1
UP000265725	2320858	Paenisporosarcina cavernae
UP000285190	2320862	Noviherbaspirillum cavernae
UP000265955	2320863	Noviherbaspirillum saxi
UP000286268	2320868	Clostridium manihotivorum
UP000270714	2321389	(new) Burkholderia phage phiE058
UP000284680	2321393	Actinomyces sp. 2119
UP000276542	2321396	Nocardioides cavernaquae
UP000276301	2321404	Anaerotruncus massiliensis (ex Liu et al. 2021)
UP000289889	2338394	Blackcurrant-associated closterovirus 1
UP000281474	2338552	Parashewanella curva
UP000275262	2340712	Enterobacter phage phiT5282H
UP000268208	2340714	(new) Pseudomonas phage phiPA01_EW
UP000273371	2340716	Escherichia phage C1
UP000278417	2340872	Endogone sp. FLAS-F59071
UP000269323	2340873	Caulobacter phage Kronos
UP000266677	2340916	Nocardia panacis
UP000271990	2341077	(new) Mycobacterium phage Chewbacca
UP000268285	2341080	Mycobacterium pseudokansasii
UP000268192	2341112	Georhizobium profundi
UP000266118	2341117	Arachidicoccus soli
UP000289925	2364644	Macaca mulatta papillomavirus 7
UP000290319	2364646	Macaca mulatta papillomavirus 6
UP000281491	2364879	Butyrivibrio sp. CB08
UP000280135	2364880	Butyrivibrio sp. XB500-5
UP000605986	2364996	Fusarium austroafricanum
UP000267340	2365012	(new) Streptococcus phage CHPC1036
UP000270557	2365014	(new) Streptococcus phage CHPC1040
UP000267889	2365020	Streptococcus phage CHPC1057
UP000278787	2365026	Streptococcus phage CHPC1091
UP000272100	2365028	Streptococcus phage CHPC1148
UP000274321	2365031	Streptococcus phage CHPC1230
UP000267721	2365032	Streptococcus phage CHPC1246
UP000279276	2365033	Streptococcus phage CHPC1247
UP000267788	2365038	Streptococcus phage CHPC642
UP000277304	2365039	Streptococcus phage CHPC663
UP000280425	2365040	Streptococcus phage CHPC676
UP000278018	2365042	Streptococcus phage CHPC873
UP000272656	2365044	(new) Streptococcus phage CHPC877
UP000272112	2365045	Streptococcus phage CHPC879
UP000268069	2365048	Streptococcus phage CHPC927
UP000273429	2365050	Streptococcus phage CHPC929
